metabolite_id,metabolite_name
HMDB0043507,"TG(15:0/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043508,"TG(15:0/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043509,"TG(15:0/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043510,TG(15:0/20:3n6/O-18:0)
HMDB0043511,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/15:0)"
HMDB0043512,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/16:0)"
HMDB0043513,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:0)"
HMDB0043514,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:0)"
HMDB0043515,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:0)"
HMDB0043516,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/24:0)"
HMDB0043517,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/14:1(9Z))"
HMDB0043518,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))"
HMDB0043519,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:1(11Z))"
HMDB0043520,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))"
HMDB0043521,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:1(11Z))"
HMDB0043522,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z))"
HMDB0043523,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))"
HMDB0043524,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/24:1(15Z))"
HMDB0043525,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))"
HMDB0043526,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))"
HMDB0043527,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:2n6)"
HMDB0043528,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:3n6)"
HMDB0043529,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043530,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))"
HMDB0043531,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043532,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043533,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))"
HMDB0043534,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043535,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043536,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043537,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043538,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043539,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/O-18:0)"
HMDB0043540,"TG(15:0/22:2(13Z,16Z)/15:0)"
HMDB0043541,"TG(15:0/22:2(13Z,16Z)/16:0)"
HMDB0043542,"TG(15:0/22:2(13Z,16Z)/18:0)"
HMDB0043543,"TG(15:0/22:2(13Z,16Z)/20:0)"
HMDB0043544,"TG(15:0/22:2(13Z,16Z)/22:0)"
HMDB0043545,"TG(15:0/22:2(13Z,16Z)/24:0)"
HMDB0043546,"TG(15:0/22:2(13Z,16Z)/14:1(9Z))"
HMDB0043547,"TG(15:0/22:2(13Z,16Z)/16:1(9Z))"
HMDB0043548,"TG(15:0/22:2(13Z,16Z)/18:1(11Z))"
HMDB0043549,"TG(15:0/22:2(13Z,16Z)/18:1(9Z))"
HMDB0043550,"TG(15:0/22:2(13Z,16Z)/20:1(11Z))"
HMDB0043551,"TG(15:0/22:2(13Z,16Z)/20:3(5Z,8Z,11Z))"
HMDB0043552,"TG(15:0/22:2(13Z,16Z)/22:1(13Z))"
HMDB0043553,"TG(15:0/22:2(13Z,16Z)/24:1(15Z))"
HMDB0043554,"TG(15:0/22:2(13Z,16Z)/18:2(9Z,12Z))"
HMDB0043555,"TG(15:0/22:2(13Z,16Z)/18:3(6Z,9Z,12Z))"
HMDB0043556,"TG(15:0/22:2(13Z,16Z)/20:2n6)"
HMDB0043557,"TG(15:0/22:2(13Z,16Z)/20:3n6)"
HMDB0043558,"TG(15:0/22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043559,"TG(15:0/22:2(13Z,16Z)/22:2(13Z,16Z))"
HMDB0043560,"TG(15:0/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043561,"TG(15:0/22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043562,"TG(15:0/22:2(13Z,16Z)/18:3(9Z,12Z,15Z))"
HMDB0043563,"TG(15:0/22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043564,"TG(15:0/22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043565,"TG(15:0/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043566,"TG(15:0/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043567,"TG(15:0/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043568,"TG(15:0/22:2(13Z,16Z)/O-18:0)"
HMDB0043569,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/15:0)"
HMDB0043570,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/16:0)"
HMDB0043571,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:0)"
HMDB0043572,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:0)"
HMDB0043573,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:0)"
HMDB0043574,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/24:0)"
HMDB0043575,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/14:1(9Z))"
HMDB0043576,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/16:1(9Z))"
HMDB0043577,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:1(11Z))"
HMDB0043578,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:1(9Z))"
HMDB0043579,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:1(11Z))"
HMDB0043580,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z))"
HMDB0043581,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:1(13Z))"
HMDB0043582,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/24:1(15Z))"
HMDB0043583,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))"
HMDB0043584,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))"
HMDB0043585,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:2n6)"
HMDB0043586,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:3n6)"
HMDB0043587,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043588,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))"
HMDB0043589,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043590,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043591,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))"
HMDB0043592,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043593,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043594,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043595,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043596,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043597,"TG(15:0/22:4(7Z,10Z,13Z,16Z)/O-18:0)"
HMDB0043598,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/15:0)"
HMDB0043599,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/16:0)"
HMDB0043600,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:0)"
HMDB0043601,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:0)"
HMDB0043602,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:0)"
HMDB0043603,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/24:0)"
HMDB0043604,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))"
HMDB0043605,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))"
HMDB0043606,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))"
HMDB0043607,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))"
HMDB0043608,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))"
HMDB0043609,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z))"
HMDB0043610,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z))"
HMDB0043611,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))"
HMDB0043612,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))"
HMDB0043613,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))"
HMDB0043614,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:2n6)"
HMDB0043615,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:3n6)"
HMDB0043616,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043617,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z))"
HMDB0043618,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043619,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043620,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))"
HMDB0043621,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043622,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043623,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043624,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043625,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043626,"TG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/O-18:0)"
HMDB0043627,"TG(15:0/18:3(9Z,12Z,15Z)/15:0)"
HMDB0043628,"TG(15:0/18:3(9Z,12Z,15Z)/16:0)"
HMDB0043629,"TG(15:0/18:3(9Z,12Z,15Z)/18:0)"
HMDB0043630,"TG(15:0/18:3(9Z,12Z,15Z)/20:0)"
HMDB0043631,"TG(15:0/18:3(9Z,12Z,15Z)/22:0)"
HMDB0043632,"TG(15:0/18:3(9Z,12Z,15Z)/24:0)"
HMDB0043633,"TG(15:0/18:3(9Z,12Z,15Z)/14:1(9Z))"
HMDB0043634,"TG(15:0/18:3(9Z,12Z,15Z)/16:1(9Z))"
HMDB0043635,"TG(15:0/18:3(9Z,12Z,15Z)/18:1(11Z))"
HMDB0043636,"TG(15:0/18:3(9Z,12Z,15Z)/18:1(9Z))"
HMDB0043637,"TG(15:0/18:3(9Z,12Z,15Z)/20:1(11Z))"
HMDB0043638,"TG(15:0/18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"
HMDB0043639,"TG(15:0/18:3(9Z,12Z,15Z)/22:1(13Z))"
HMDB0043640,"TG(15:0/18:3(9Z,12Z,15Z)/24:1(15Z))"
HMDB0043641,"TG(15:0/18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
HMDB0043642,"TG(15:0/18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
HMDB0043643,"TG(15:0/18:3(9Z,12Z,15Z)/20:2n6)"
HMDB0043644,"TG(15:0/18:3(9Z,12Z,15Z)/20:3n6)"
HMDB0043645,"TG(15:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043646,"TG(15:0/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))"
HMDB0043647,"TG(15:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043648,"TG(15:0/18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043649,"TG(15:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
HMDB0043650,"TG(15:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043651,"TG(15:0/18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043652,"TG(15:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043653,"TG(15:0/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043654,"TG(15:0/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043655,"TG(15:0/18:3(9Z,12Z,15Z)/O-18:0)"
HMDB0043656,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/15:0)"
HMDB0043657,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/16:0)"
HMDB0043658,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:0)"
HMDB0043659,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:0)"
HMDB0043660,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:0)"
HMDB0043661,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/24:0)"
HMDB0043662,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/14:1(9Z))"
HMDB0043663,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/16:1(9Z))"
HMDB0043664,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:1(11Z))"
HMDB0043665,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:1(9Z))"
HMDB0043666,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))"
HMDB0043667,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"
HMDB0043668,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:1(13Z))"
HMDB0043669,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/24:1(15Z))"
HMDB0043670,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))"
HMDB0043671,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
HMDB0043672,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:2n6)"
HMDB0043673,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:3n6)"
HMDB0043674,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043675,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))"
HMDB0043676,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043677,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043678,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
HMDB0043679,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043680,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043681,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043682,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043683,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043684,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/O-18:0)"
HMDB0043685,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/15:0)"
HMDB0043686,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/16:0)"
HMDB0043687,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:0)"
HMDB0043688,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:0)"
HMDB0043689,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:0)"
HMDB0043690,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/24:0)"
HMDB0043691,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/14:1(9Z))"
HMDB0043692,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/16:1(9Z))"
HMDB0043693,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:1(11Z))"
HMDB0043694,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:1(9Z))"
HMDB0043695,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:1(11Z))"
HMDB0043696,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))"
HMDB0043697,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:1(13Z))"
HMDB0043698,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/24:1(15Z))"
HMDB0043699,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
HMDB0043700,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))"
HMDB0043701,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:2n6)"
HMDB0043702,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:3n6)"
HMDB0043703,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043704,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z))"
HMDB0043705,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043706,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043707,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))"
HMDB0043708,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043709,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043710,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043711,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043712,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043713,"TG(15:0/20:4(8Z,11Z,14Z,17Z)/O-18:0)"
HMDB0043714,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/15:0)"
HMDB0043715,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/16:0)"
HMDB0043716,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:0)"
HMDB0043717,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:0)"
HMDB0043718,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)"
HMDB0043719,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/24:0)"
HMDB0043720,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z))"
HMDB0043721,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))"
HMDB0043722,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))"
HMDB0043723,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))"
HMDB0043724,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))"
HMDB0043725,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))"
HMDB0043726,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))"
HMDB0043727,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z))"
HMDB0043728,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
HMDB0043729,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))"
HMDB0043730,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:2n6)"
HMDB0043731,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:3n6)"
HMDB0043732,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043733,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))"
HMDB0043734,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043735,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043736,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))"
HMDB0043737,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043738,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043739,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043740,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043741,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043742,"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/O-18:0)"
HMDB0043743,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/15:0)"
HMDB0043744,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)"
HMDB0043745,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)"
HMDB0043746,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:0)"
HMDB0043747,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:0)"
HMDB0043748,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/24:0)"
HMDB0043749,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))"
HMDB0043750,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))"
HMDB0043751,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))"
HMDB0043752,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))"
HMDB0043753,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))"
HMDB0043754,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z))"
HMDB0043755,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z))"
HMDB0043756,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z))"
HMDB0043757,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))"
HMDB0043758,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))"
HMDB0043759,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:2n6)"
HMDB0043760,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:3n6)"
HMDB0043761,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0043762,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
HMDB0043763,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0043764,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0043765,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))"
HMDB0043766,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0043767,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0043768,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0043769,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0043770,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0043771,"TG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/O-18:0)"
HMDB0043772,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)"
HMDB0043773,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)"
HMDB0043774,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)"
HMDB0043775,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)"
HMDB0043776,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0)"
HMDB0043777,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:0)"
HMDB0043778,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))"
HMDB0043779,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))"
HMDB0043780,"TG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))"
